"segmento";"nome";"id";"pregao";"site";"ticker";"ano";"ativo";"pl";"rec_liq";"lucro_bruto";"lucro_liq";"EBIT";"deprec_amort";"EBITDA";"margem_liq";"div_curto_prazo";"div_longo_prazo";"caixa";"div_liq";"div_total";"size";"leverage";"EBIT.rate";"ROA";"ROE";"GAO";"main.sector";"sector.activity";"sub.sector";"listagem";"ibovespa"
"Siderurgia";"USINAS SIDERURGICAS DE MINAS GERAIS SA";14320;"USIMINAS";"www.usiminas.com";"USIM3;USIM5;USIM6";2016;26254745;15191634;8454200;487322;0;0;1216491;1216491;0;67708;6856600;2257454;3,84;6924308;17,0833572925712;0,26;0;0,05;0;0;"Materiais Básicos";"Metalurgia e Siderurgia";"Siderurgia e Metalurgia";"Corporate Governance - Level 1";TRUE
"Siderurgia";"USINAS SIDERURGICAS DE MINAS GERAIS SA";14320;"USIMINAS";"www.usiminas.com";"USIM3;USIM5;USIM6";2017;25984477;15183964;10734118;1635094;315080;883870;1171851;2055721;2,94;989977;5645802;2314288;2,1;6635779;17,0730098792258;0,26;0,08;0,08;0,02;0,54;"Materiais Básicos";"Metalurgia e Siderurgia";"Siderurgia e Metalurgia";"Corporate Governance - Level 1";TRUE
"Siderurgia";"USINAS SIDERURGICAS DE MINAS GERAIS SA";14320;"USIMINAS";"www.usiminas.com";"USIM3;USIM5;USIM6";2018;26523851;15697391;13736780;2215086;828695;1142271;1029535;2171806;6,03;467036;5382754;1693349;1,91;5849790;17,0935549239012;0,22;0,08;0,08;0,05;0,52;"Materiais Básicos";"Metalurgia e Siderurgia";"Siderurgia e Metalurgia";"Corporate Governance - Level 1";TRUE
"Siderurgia";"USINAS SIDERURGICAS DE MINAS GERAIS SA";14320;"USIMINAS";"www.usiminas.com";"USIM3;USIM5;USIM6";2019;26337032;15565684;14948719;1874590;376691;952511;991785;1944296;2,52;121333;4984905;1921141;1,64;5106238;17,0864865675964;0,19;0,06;0,07;0,02;0,51;"Materiais Básicos";"Metalurgia e Siderurgia";"Siderurgia e Metalurgia";"Corporate Governance - Level 1";TRUE
"Siderurgia";"USINAS SIDERURGICAS DE MINAS GERAIS SA";14320;"USIMINAS";"www.usiminas.com";"USIM3;USIM5;USIM6";2020;29952137;16838170;16088052;3256530;1291743;2928465;1000223;3928688;8,03;135952;5832410;4868104;0,28;5968362;17,215111232234;0,2;0,18;0,13;0,08;0,9;"Materiais Básicos";"Metalurgia e Siderurgia";"Siderurgia e Metalurgia";"Corporate Governance - Level 1";TRUE
"Soc. Crédito e Financiamento";"FINANCEIRA ALFA S.A.- C.F.I";3891;"ALFA FINANC";"www.alfanet.com.br";"CRIV3;CRIV4";2012;6091012;11075;705380;359764;0;157280;1210;158490;0;0;2536852;1251657;8,11;2536852;15,6223247999365;0,42;0,22;0,03;0;0,44;"Financeiro";"Bancos";"Intermediários Financeiros";"Tradicional";FALSE
"Soc. Crédito e Financiamento";"FINANCEIRA ALFA S.A.- C.F.I";3891;"ALFA FINANC";"www.alfanet.com.br";"CRIV3;CRIV4";2013;5899831;14110;678510;265996;0;34009;1154;35163;0;0;2315504;1221981;31,1;2315504;15,5904342643979;0,39;0,05;0,01;0;0,13;"Financeiro";"Bancos";"Intermediários Financeiros";"Tradicional";FALSE
"Soc. Crédito e Financiamento";"FINANCEIRA ALFA S.A.- C.F.I";3891;"ALFA FINANC";"www.alfanet.com.br";"CRIV3;CRIV4";2014;5142272;29765;819390;308588;0;46487;1221;47708;0;0;1518270;640202;18,41;1518270;15,4530055631141;0,3;0,06;0,01;0;0,15;"Financeiro";"Bancos";"Intermediários Financeiros";"Tradicional";FALSE
"Soc. Crédito e Financiamento";"FINANCEIRA ALFA S.A.- C.F.I";3891;"ALFA FINANC";"www.alfanet.com.br";"CRIV3;CRIV4";2015;4940418;28114;896132;325809;0;57036;1382;58418;0;0;1891152;443100;24,79;1891152;15,412960500969;0,38;0,06;0,01;0;0,18;"Financeiro";"Bancos";"Intermediários Financeiros";"Tradicional";FALSE
"Soc. Crédito e Financiamento";"FINANCEIRA ALFA S.A.- C.F.I";3891;"ALFA FINANC";"www.alfanet.com.br";"CRIV3;CRIV4";2016;4622923;12305;880310;344872;0;65014;1636;66650;0;0;1145666;790290;5,33;1145666;15,3465377469805;0,25;0,07;0,01;0;0,19;"Financeiro";"Bancos";"Intermediários Financeiros";"Tradicional";FALSE
"Soc. Crédito e Financiamento";"FINANCEIRA ALFA S.A.- C.F.I";3891;"ALFA FINANC";"www.alfanet.com.br";"CRIV3;CRIV4";2017;5374288;18263;725244;364686;0;76304;1744;78048;0;0;3701114;721717;38,17;3701114;15,4971366580874;0,69;0,11;0,01;0;0,21;"Financeiro";"Bancos";"Intermediários Financeiros";"Tradicional";FALSE
"Soc. Crédito e Financiamento";"FINANCEIRA ALFA S.A.- C.F.I";3891;"ALFA FINANC";"www.alfanet.com.br";"CRIV3;CRIV4";2018;5936980;19123;613440;318175;0;105704;1773;107477;0;0;2078133;898078;10,98;2078133;15,5967111445424;0,35;0,17;0,02;0;0,33;"Financeiro";"Bancos";"Intermediários Financeiros";"Tradicional";FALSE
"Soc. Crédito e Financiamento";"FINANCEIRA ALFA S.A.- C.F.I";3891;"ALFA FINANC";"www.alfanet.com.br";"CRIV3;CRIV4";2019;6123759;12590;628886;315907;0;101027;2032;103059;0;0;1787847;110771;16,27;1787847;15,6276866816215;0,29;0,16;0,02;0;0,32;"Financeiro";"Bancos";"Intermediários Financeiros";"Tradicional";FALSE
"Soc. Crédito e Financiamento";"FINANCEIRA ALFA S.A.- C.F.I";3891;"ALFA FINANC";"www.alfanet.com.br";"CRIV3;CRIV4";2020;9320851;23109;617545;420932;54425;75344;0;75344;8,81;0;5483917;1349100;54,88;5483917;16,0477644915062;0,59;0,12;0,01;2,36;0,18;"Financeiro";"Bancos";"Intermediários Financeiros";"Tradicional";FALSE
"Soc. Crédito e Financiamento";"FINANSINOS S/A-CRÉDITO, FINAN. E INVEST.";6076;"FINANSINOS";"www.finansinos.com.br";"FNCN3";2012;30386;0;6853;4567;0;154;62;216;0;0;0;6646;-30,77;0;10,3217372550037;0;0,02;0,01;NA;0,03;"Financeiro";"Bancos";"Intermediários Financeiros";"Tradicional";FALSE
"Soc. Crédito e Financiamento";"FINANSINOS S/A-CRÉDITO, FINAN. E INVEST.";6076;"FINANSINOS";"www.finansinos.com.br";"FNCN3";2013;28703;0;7215;5816;0;818;68;886;0;0;0;4376;-4,94;0;10,2647569259016;0;0,11;0,03;NA;0,14;"Financeiro";"Bancos";"Intermediários Financeiros";"Tradicional";FALSE
"Soc. Crédito e Financiamento";"FINANSINOS S/A-CRÉDITO, FINAN. E INVEST.";6076;"FINANSINOS";"www.finansinos.com.br";"FNCN3";2014;29567;0;7295;5846;0;433;81;514;0;0;0;4310;-8,39;0;10,2944141535232;0;0,06;0,02;NA;0,07;"Financeiro";"Bancos";"Intermediários Financeiros";"Tradicional";FALSE
"Soc. Crédito e Financiamento";"FINANSINOS S/A-CRÉDITO, FINAN. E INVEST.";6076;"FINANSINOS";"www.finansinos.com.br";"FNCN3";2015;22101;0;6047;0;0;0;89;89;0;0;0;2664;-29,93;0;10,0033781353509;0;0;0;NA;NA;"Financeiro";"Bancos";"Intermediários Financeiros";"Tradicional";FALSE
"Soc. Crédito e Financiamento";"FINANSINOS S/A-CRÉDITO, FINAN. E INVEST.";6076;"FINANSINOS";"www.finansinos.com.br";"FNCN3";2016;20052;0;5110;4098;0;0;84;84;0;0;0;3880;-46,19;0;9,90608417838339;0;0;0;NA;0;"Financeiro";"Bancos";"Intermediários Financeiros";"Tradicional";FALSE
"Soc. Crédito e Financiamento";"FINANSINOS S/A-CRÉDITO, FINAN. E INVEST.";6076;"FINANSINOS";"www.finansinos.com.br";"FNCN3";2017;18438;0;6363;4799;0;594;81;675;0;0;0;7342;-10,88;0;9,82216903135854;0;0,09;0,04;NA;0,12;"Financeiro";"Bancos";"Intermediários Financeiros";"Tradicional";FALSE
"Soc. Crédito e Financiamento";"FINANSINOS S/A-CRÉDITO, FINAN. E INVEST.";6076;"FINANSINOS";"www.finansinos.com.br";"FNCN3";2018;14915;0;2224;2220;0;0;74;74;0;0;0;7644;-103,3;0;9,61012269694885;0;0;0;NA;0;"Financeiro";"Bancos";"Intermediários Financeiros";"Tradicional";FALSE
"Soc. Crédito e Financiamento";"FINANSINOS S/A-CRÉDITO, FINAN. E INVEST.";6076;"FINANSINOS";"www.finansinos.com.br";"FNCN3";2019;13930;0;2100;2088;0;0;64;64;0;0;0;8008;-125,12;0;9,54180006677385;0;0;0;NA;0;"Financeiro";"Bancos";"Intermediários Financeiros";"Tradicional";FALSE
"Soc. Crédito e Financiamento";"FINANSINOS S/A-CRÉDITO, FINAN. E INVEST.";6076;"FINANSINOS";"www.finansinos.com.br";"FNCN3";2020;11576;0;570;553;0;0;59;59;0;0;0;7134;-120,92;0;9,35668926831132;0;0;0,01;NA;0;"Financeiro";"Bancos";"Intermediários Financeiros";"Tradicional";FALSE
"Soc. Crédito e Financiamento";"MERCANTIL DO BR FINC SA CFI";8540;"MERC FINANC";"www.mercantildobrasil.com.br";"MERC3;MERC4";2012;685333;128;76722;48975;0;25958;74;26032;0;0;0;10636;-0,41;0;13,4376601305076;0;0,34;0,04;0;0,53;"Financeiro";"Bancos";"Intermediários Financeiros";"Tradicional";FALSE
"Soc. Crédito e Financiamento";"MERCANTIL DO BR FINC SA CFI";8540;"MERC FINANC";"www.mercantildobrasil.com.br";"MERC3;MERC4";2013;1337948;29;211237;111958;0;29936;37;29973;0;0;0;33065;-1,1;0;14,106647654939;0;0,14;0,02;0;0,27;"Financeiro";"Bancos";"Intermediários Financeiros";"Tradicional";FALSE
"Soc. Crédito e Financiamento";"MERCANTIL DO BR FINC SA CFI";8540;"MERC FINANC";"www.mercantildobrasil.com.br";"MERC3;MERC4";2014;1709910;0;303181;105801;0;390;19;409;0;0;781269;39695;1813,14;781269;14,3519512955148;0,46;0;0;NA;0;"Financeiro";"Bancos";"Intermediários Financeiros";"Tradicional";FALSE
"Soc. Crédito e Financiamento";"MERCANTIL DO BR FINC SA CFI";8540;"MERC FINANC";"www.mercantildobrasil.com.br";"MERC3;MERC4";2015;1239079;0;348779;144123;0;0;19;19;0;0;196405;23070;9122,89;196405;14,0298789196763;0,16;0;0;NA;0;"Financeiro";"Bancos";"Intermediários Financeiros";"Tradicional";FALSE
"Soc. Crédito e Financiamento";"MERCANTIL DO BR FINC SA CFI";8540;"MERC FINANC";"www.mercantildobrasil.com.br";"MERC3;MERC4";2016;871108;0;256107;109085;0;70;18;88;0;0;76292;26087;570,51;76292;13,6775212435554;0,09;0;0;NA;0;"Financeiro";"Bancos";"Intermediários Financeiros";"Tradicional";FALSE
"Soc. Crédito e Financiamento";"MERCANTIL DO BR FINC SA CFI";8540;"MERC FINANC";"www.mercantildobrasil.com.br";"MERC3;MERC4";2017;838345;0;305097;222626;0;50855;9;50864;0;0;29662;32870;-0,06;29662;13,639184989252;0,04;0,17;0,06;NA;0,23;"Financeiro";"Bancos";"Intermediários Financeiros";"Tradicional";FALSE
"Soc. Crédito e Financiamento";"MERCANTIL DO BR FINC SA CFI";8540;"MERC FINANC";"www.mercantildobrasil.com.br";"MERC3;MERC4";2018;468819;0;168547;119919;0;42648;1;42649;0;0;107457;4905;2,4;107457;13,0579720454339;0,23;0,25;0,09;NA;0,36;"Financeiro";"Bancos";"Intermediários Financeiros";"Tradicional";FALSE
"Soc. Crédito e Financiamento";"MERCANTIL DO BR FINC SA CFI";8540;"MERC FINANC";"www.mercantildobrasil.com.br";"MERC3;MERC4";2019;409365;0;100019;74790;0;26802;1;26803;0;0;13622;51263;-1,4;13622;12,9223624575924;0,03;0,27;0,07;NA;0,36;"Financeiro";"Bancos";"Intermediários Financeiros";"Tradicional";FALSE
"Soc. Crédito e Financiamento";"MERCANTIL DO BR FINC SA CFI";8540;"MERC FINANC";"www.mercantildobrasil.com.br";"MERC3;MERC4";2020;301621;0;57301;45337;0;12734;0;12734;0;0;0;37168;-2,92;0;12,6169265413392;0;0,22;0,04;NA;0,28;"Financeiro";"Bancos";"Intermediários Financeiros";"Tradicional";FALSE
"Tecidos. Vestuário e Calçados";"AREZZO INDÚSTRIA E COMERCIO S/A";22349;"AREZZO CO";"www.arezzoco.com.br";"ARZZ3";2012;636591;453899;860335;375805;96874;128205;7558;135763;11,26;42843;51241;202154;-0,8;94084;13,3638826561242;0,15;0,15;0,21;0,21;0,34;"Consumo Cíclico";"Têxtil e Vestuário";"Comércio";"Novo Mercado";FALSE
"Tecidos. Vestuário e Calçados";"AREZZO INDÚSTRIA E COMERCIO S/A";22349;"AREZZO CO";"www.arezzoco.com.br";"ARZZ3";2013;703866;514542;962950;425729;110555;148490;10970;159460;11,48;59835;38583;185691;-0,55;98418;13,464343276114;0,14;0,15;0,23;0,21;0,35;"Consumo Cíclico";"Têxtil e Vestuário";"Comércio";"Novo Mercado";FALSE
"Tecidos. Vestuário e Calçados";"AREZZO INDÚSTRIA E COMERCIO S/A";22349;"AREZZO CO";"www.arezzoco.com.br";"ARZZ3";2014;796509;576293;1052909;449299;112752;148070;13230;161300;10,71;65081;34329;200385;-0,63;99410;13,5879937077034;0,12;0,14;0,2;0,2;0,33;"Consumo Cíclico";"Têxtil e Vestuário";"Comércio";"Novo Mercado";FALSE
"Tecidos. Vestuário e Calçados";"AREZZO INDÚSTRIA E COMERCIO S/A";22349;"AREZZO CO";"www.arezzoco.com.br";"ARZZ3";2015;853948;617905;1120557;475899;119663;141288;24208;165496;10,68;85336;37817;225762;-0,62;123153;13,6576255809871;0,14;0,13;0,19;0,19;0,3;"Consumo Cíclico";"Têxtil e Vestuário";"Comércio";"Novo Mercado";FALSE
"Tecidos. Vestuário e Calçados";"AREZZO INDÚSTRIA E COMERCIO S/A";22349;"AREZZO CO";"www.arezzoco.com.br";"ARZZ3";2016;907148;669699;1239110;549291;116149;151326;25815;177141;9,37;78970;27079;242844;-0,77;106049;13,7180608910888;0,12;0,12;0,2;0,17;0,28;"Consumo Cíclico";"Têxtil e Vestuário";"Comércio";"Novo Mercado";FALSE
"Tecidos. Vestuário e Calçados";"AREZZO INDÚSTRIA E COMERCIO S/A";22349;"AREZZO CO";"www.arezzoco.com.br";"ARZZ3";2017;1049899;664960;1360474;623768;154470;173633;32632;206265;11,35;163729;18016;337920;-0,76;181745;13,8642045270309;0,17;0,13;0,2;0,23;0,28;"Consumo Cíclico";"Têxtil e Vestuário";"Comércio";"Novo Mercado";FALSE
"Tecidos. Vestuário e Calçados";"AREZZO INDÚSTRIA E COMERCIO S/A";22349;"AREZZO CO";"www.arezzoco.com.br";"ARZZ3";2018;1045032;711342;1526659;710672;142644;191279;40882;232161;9,34;43978;67440;235801;-0,54;111418;13,8595580649218;0,11;0,13;0,22;0,2;0,27;"Consumo Cíclico";"Têxtil e Vestuário";"Comércio";"Novo Mercado";FALSE
"Tecidos. Vestuário e Calçados";"AREZZO INDÚSTRIA E COMERCIO S/A";22349;"AREZZO CO";"www.arezzoco.com.br";"ARZZ3";2019;1413249;746071;1679235;775694;162139;223102;80322;303424;9,66;158222;22562;277683;-0,32;180784;14,1614018669484;0,13;0,13;0,21;0,22;0,29;"Consumo Cíclico";"Têxtil e Vestuário";"Comércio";"Novo Mercado";FALSE
"Tecidos. Vestuário e Calçados";"AREZZO INDÚSTRIA E COMERCIO S/A";22349;"AREZZO CO";"www.arezzoco.com.br";"ARZZ3";2020;2832545;1348597;1590992;755213;48584;92109;81103;173212;3,05;239483;394786;561165;0,42;634269;14,8566861587837;0,22;0,06;0,06;0,04;0,12;"Consumo Cíclico";"Têxtil e Vestuário";"Comércio";"Novo Mercado";FALSE
"Tecidos. Vestuário e Calçados";"C&A MODAS S.A.";24848;"CEA MODAS";"https://www.cea.com.br/";"CEAB3";2018;3478337;1115039;5166360;2549143;173636;356221;205224;561445;3,36;230;1618;446006;-0,79;1848;15,0620648639695;0;0,07;0,16;0,16;0,14;"Consumo Cíclico";"Têxtil e Vestuário";"Comércio";"Novo Mercado";FALSE
"Tecidos. Vestuário e Calçados";"C&A MODAS S.A.";24848;"CEA MODAS";"https://www.cea.com.br/";"CEAB3";2019;6037092;2739570;5285176;2568111;971993;1033084;528718;1561802;18,39;357891;1229789;447109;0,73;1587680;15,6134329970197;0,26;0,2;0,26;0,35;0,4;"Consumo Cíclico";"Têxtil e Vestuário";"Comércio";"Novo Mercado";FALSE
"Tecidos. Vestuário e Calçados";"C&A MODAS S.A.";24848;"CEA MODAS";"https://www.cea.com.br/";"CEAB3";2020;7309647;2654800;4085486;1896627;0;0;552775;552775;0;390600;820652;1509159;-0,54;1211252;15,8047055405463;0,17;0;0,08;0;0;"Consumo Cíclico";"Têxtil e Vestuário";"Comércio";"Novo Mercado";FALSE
"Tecidos. Vestuário e Calçados";"GRAZZIOTIN SA";4537;"GRAZZIOTIN";"www.grazziotin.com.br";"CGRA3;CGRA4";2012;457101,936;318616,872;318642,616;164247,913;37876,413;39117,727;8538,531;47656,258;11,89;0;0;75041,174;-1,57;0;13,0326616997079;0;0,12;0,1;0,12;0,24;"Consumo Cíclico";"Comércio (Atacado e Varejo)";"Comércio";"Tradicional";FALSE
"Tecidos. Vestuário e Calçados";"GRAZZIOTIN SA";4537;"GRAZZIOTIN";"www.grazziotin.com.br";"CGRA3;CGRA4";2013;517831,031;356151,849;358394,616;183131,533;50433,205;53334,519;11060,399;64394,918;14,07;0;0;87381,31;-1,36;0;13,1574042730478;0;0,15;0,12;0,14;0,29;"Consumo Cíclico";"Comércio (Atacado e Varejo)";"Comércio";"Tradicional";FALSE
"Tecidos. Vestuário e Calçados";"GRAZZIOTIN SA";4537;"GRAZZIOTIN";"www.grazziotin.com.br";"CGRA3;CGRA4";2014;589826,413;400201,505;419722,428;209156,565;59463,24;60569,867;13102,519;73672,386;14,17;0;0;67473,284;-0,92;0;13,2875835573379;0;0,14;0,12;0,15;0,29;"Consumo Cíclico";"Comércio (Atacado e Varejo)";"Comércio";"Tradicional";FALSE
"Tecidos. Vestuário e Calçados";"GRAZZIOTIN SA";4537;"GRAZZIOTIN";"www.grazziotin.com.br";"CGRA3;CGRA4";2015;598400,633;431803,336;387748,549;195733,506;46618,175;35566,656;13934,362;49501,018;12,02;0;0;106204,139;-2,15;0;13,3020157634627;0;0,09;0,08;0,11;0,18;"Consumo Cíclico";"Comércio (Atacado e Varejo)";"Comércio";"Tradicional";FALSE
"Tecidos. Vestuário e Calçados";"GRAZZIOTIN SA";4537;"GRAZZIOTIN";"www.grazziotin.com.br";"CGRA3;CGRA4";2016;643833,163;459292,034;390440,014;206340,707;64011,732;40555,128;12222,252;52777,38;16,39;0;0;146134,269;-2,77;0;13,3751949078591;0;0,1;0,08;0,14;0,2;"Consumo Cíclico";"Comércio (Atacado e Varejo)";"Comércio";"Tradicional";FALSE
"Tecidos. Vestuário e Calçados";"GRAZZIOTIN SA";4537;"GRAZZIOTIN";"www.grazziotin.com.br";"CGRA3;CGRA4";2017;681187,102;478290,17;428278,248;224530,914;61400,438;48402,841;12825,05;61227,891;14,34;0;0;130802,863;-2,14;0;13,4315922933577;0;0,11;0,09;0,13;0,22;"Consumo Cíclico";"Comércio (Atacado e Varejo)";"Comércio";"Tradicional";FALSE
"Tecidos. Vestuário e Calçados";"GRAZZIOTIN SA";4537;"GRAZZIOTIN";"www.grazziotin.com.br";"CGRA3;CGRA4";2018;706364,238;497946,367;463172,949;240335,395;53766,098;46170,382;13668,999;59839,381;11,61;0;0;62294,175;-1,04;0;13,4678863012825;0;0,1;0,08;0,11;0,19;"Consumo Cíclico";"Comércio (Atacado e Varejo)";"Comércio";"Tradicional";FALSE
"Tecidos. Vestuário e Calçados";"GRAZZIOTIN SA";4537;"GRAZZIOTIN";"www.grazziotin.com.br";"CGRA3;CGRA4";2019;864568,325;586027,302;480470,342;256488,89;129450,031;97593,758;14915,507;112509,265;26,94;0;0;70522,026;-0,63;0;13,6699856151062;0;0,2;0,13;0,22;0,38;"Consumo Cíclico";"Comércio (Atacado e Varejo)";"Comércio";"Tradicional";FALSE
"Tecidos. Vestuário e Calçados";"GRAZZIOTIN SA";4537;"GRAZZIOTIN";"www.grazziotin.com.br";"CGRA3;CGRA4";2020;896783,26;632411,443;449964,875;241118,925;70997,257;75894,551;33336,267;109230,818;15,78;0;0;181425,133;-1,66;0;13,7065694841966;0;0,17;0,12;0,11;0,31;"Consumo Cíclico";"Comércio (Atacado e Varejo)";"Comércio";"Tradicional";FALSE
"Tecidos. Vestuário e Calçados";"GRUPO DE MODA SOMA S.A.";25011;"GRUPO SOMA";"www.somagrupo.com.br/ri";"SOMA3";2019;1255854;343056;1304114;862009;126835;149339;0;149339;9,73;99363;263539;27831;2,24;362902;14,0433263772154;0,29;0,11;0,12;0,37;0,17;"Consumo Cíclico";"Comércio (Atacado e Varejo)";"Comércio";"Novo Mercado";FALSE
"Tecidos. Vestuário e Calçados";"GRUPO DE MODA SOMA S.A.";25011;"GRUPO SOMA";"www.somagrupo.com.br/ri";"SOMA3";2020;2302486;1559134;1243767;757130;0;0;94684;94684;0;205513;217285;706771;-3;422798;14,6494999667457;0,18;0;0,04;0;0;"Consumo Cíclico";"Comércio (Atacado e Varejo)";"Comércio";"Novo Mercado";FALSE
"Tecidos. Vestuário e Calçados";"GUARARAPES CONFECÇÕES SA";4669;"GUARARAPES";"www.guararapes.ind.br";"GUAR3";2012;4240672;2526929;3545995;2071026;365551;504504;149622;654126;10,31;148349;476268;460701;0,25;624617;15,2602323052159;0,15;0,14;0,15;0,14;0,24;"Consumo Cíclico";"Têxtil e Vestuário";"Comércio";"Tradicional";FALSE
"Tecidos. Vestuário e Calçados";"GUARARAPES CONFECÇÕES SA";4669;"GUARARAPES";"www.guararapes.ind.br";"GUAR3";2013;4758289;2829123;4069090;2417205;420584;571803;174743;746546;10,34;170658;406672;409851;0,22;577330;15,3753987078071;0,12;0,14;0,16;0,15;0,24;"Consumo Cíclico";"Têxtil e Vestuário";"Comércio";"Tradicional";FALSE
"Tecidos. Vestuário e Calçados";"GUARARAPES CONFECÇÕES SA";4669;"GUARARAPES";"www.guararapes.ind.br";"GUAR3";2014;5941264;3175773;4728129;2904001;480110;632634;211521;844155;10,15;212119;790739;561172;0,52;1002858;15,5974324633141;0,17;0,13;0,14;0,15;0,22;"Consumo Cíclico";"Têxtil e Vestuário";"Comércio";"Tradicional";FALSE
"Tecidos. Vestuário e Calçados";"GUARARAPES CONFECÇÕES SA";4669;"GUARARAPES";"www.guararapes.ind.br";"GUAR3";2015;7032835;3390108;5507306;3326174;350215;474053;250767;724820;6,36;836498;581579;653018;1,06;1418077;15,7661004541874;0,2;0,09;0,1;0,1;0,14;"Consumo Cíclico";"Têxtil e Vestuário";"Comércio";"Tradicional";FALSE
"Tecidos. Vestuário e Calçados";"GUARARAPES CONFECÇÕES SA";4669;"GUARARAPES";"www.guararapes.ind.br";"GUAR3";2016;7720762;3616350;5921650;3574225;317551;403633;286062;689695;5,36;931518;659124;953314;0,92;1590642;15,8594236217932;0,21;0,07;0,09;0,09;0,11;"Consumo Cíclico";"Têxtil e Vestuário";"Comércio";"Tradicional";FALSE
"Tecidos. Vestuário e Calçados";"GUARARAPES CONFECÇÕES SA";4669;"GUARARAPES";"www.guararapes.ind.br";"GUAR3";2017;7981777;4025042;6444659;4106251;570327;888624;300093;1188717;8,85;581000;718686;782324;0,44;1299686;15,8926716263404;0,16;0,14;0,15;0,14;0,22;"Consumo Cíclico";"Têxtil e Vestuário";"Comércio";"Tradicional";FALSE
"Tecidos. Vestuário e Calçados";"GUARARAPES CONFECÇÕES SA";4669;"GUARARAPES";"www.guararapes.ind.br";"GUAR3";2018;10472148;4929147;7192596;4669028;1235674;1410090;291231;1701321;17,18;726969;1416015;1162563;0,58;2142984;16,1642297193979;0,2;0,2;0,16;0,25;0,3;"Consumo Cíclico";"Têxtil e Vestuário";"Comércio";"Tradicional";FALSE
"Tecidos. Vestuário e Calçados";"GUARARAPES CONFECÇÕES SA";4669;"GUARARAPES";"www.guararapes.ind.br";"GUAR3";2019;12602523;5224591;7808044;4927141;592651;807543;511263;1318806;7,59;821747;2003751;1569492;0,95;2825498;16,349407589972;0,22;0,1;0,1;0,11;0,16;"Consumo Cíclico";"Têxtil e Vestuário";"Comércio";"Tradicional";FALSE
"Tecidos. Vestuário e Calçados";"GUARARAPES CONFECÇÕES SA";4669;"GUARARAPES";"www.guararapes.ind.br";"GUAR3";2020;13826592;5027343;6245372;3160714;0;0;524154;524154;0;1301932;2783364;3378307;1,35;4085296;16,44210425245;0,3;0;0,04;0;0;"Consumo Cíclico";"Têxtil e Vestuário";"Comércio";"Tradicional";FALSE
"Tecidos. Vestuário e Calçados";"LOJAS RENNER SA";8133;"LOJAS RENNER";"www.lojasrenner.com.br";"LREN3";2012;3770028;1305683;3862508;2228262;355401;559250;132949;692199;9,2;670248;645159;683270;0,91;1315407;15,1425929864523;0,35;0,14;0,18;0,27;0,25;"Consumo Cíclico";"Comércio (Atacado e Varejo)";"Comércio";"Novo Mercado";TRUE
"Tecidos. Vestuário e Calçados";"LOJAS RENNER SA";8133;"LOJAS RENNER";"www.lojasrenner.com.br";"LREN3";2013;4515524;1493253;4370328;2502744;407404;650438;167437;817875;9,32;735599;1046846;801592;1,2;1782445;15,3230317956849;0,39;0,15;0,18;0,27;0,26;"Consumo Cíclico";"Comércio (Atacado e Varejo)";"Comércio";"Novo Mercado";TRUE
"Tecidos. Vestuário e Calçados";"LOJAS RENNER SA";8133;"LOJAS RENNER";"www.lojasrenner.com.br";"LREN3";2014;5321540;1855268;5216820;3050905;471420;802050;212732;1014782;9,04;559537;1395469;834340;1,1;1955006;15,4872732931126;0,37;0,15;0,19;0,25;0,26;"Consumo Cíclico";"Comércio (Atacado e Varejo)";"Comércio";"Novo Mercado";TRUE
"Tecidos. Vestuário e Calçados";"LOJAS RENNER SA";8133;"LOJAS RENNER";"www.lojasrenner.com.br";"LREN3";2015;5863719;2310896;6145198;3633846;578838;933253;264780;1198033;9,42;706589;1196423;737527;0,97;1903012;15,5842946018916;0,32;0,15;0,2;0,25;0,26;"Consumo Cíclico";"Comércio (Atacado e Varejo)";"Comércio";"Novo Mercado";TRUE
"Tecidos. Vestuário e Calçados";"LOJAS RENNER SA";8133;"LOJAS RENNER";"www.lojasrenner.com.br";"LREN3";2016;6475212;2636796;6451578;3876495;625058;975690;311261;1286951;9,69;996171;879749;894881;0,76;1875920;15,6834919063266;0,29;0,15;0,2;0,24;0,25;"Consumo Cíclico";"Comércio (Atacado e Varejo)";"Comércio";"Novo Mercado";TRUE
"Tecidos. Vestuário e Calçados";"LOJAS RENNER SA";8133;"LOJAS RENNER";"www.lojasrenner.com.br";"LREN3";2017;7547658;3223446;7444305;4499392;732679;1087238;329051;1416289;9,84;516839;1353977;1142233;0,51;1870816;15,8367478744282;0,25;0,15;0,19;0,23;0,24;"Consumo Cíclico";"Comércio (Atacado e Varejo)";"Comércio";"Novo Mercado";TRUE
"Tecidos. Vestuário e Calçados";"LOJAS RENNER SA";8133;"LOJAS RENNER";"www.lojasrenner.com.br";"LREN3";2018;8821048;3954512;8426541;5142024;1020136;1423821;314574;1738395;12,11;1423835;499753;1384364;0,31;1923588;15,992651241786;0,22;0,17;0,2;0,26;0,28;"Consumo Cíclico";"Comércio (Atacado e Varejo)";"Comércio";"Novo Mercado";TRUE
